statement,label
Charge customers a fee to delete their accounts.,1
Automated fare collection systems in transportation services not disclosing data logging practices to users.,1
An individual's participation in a mental health support group is exposed by another member.,1
A book publishes real letters without the consent of the writers or recipients.,1
Unauthorised tracking of someone's car GPS.,1
Aggregate travel bookings and searches to predict future travel destinations.,0
Merge data on wildlife observations to aid in species conservation efforts.,0
Inquiring about participation in leisure activities for community planning.,0
Breaking into someone’s personal online gaming session.,1
Recording point-of-sale transactions in retail.,0
Coerce a celebrity into an interview by threatening to publish salacious rumors.,1
Government transparency portals publish salaries and job positions of public employees.,0
Information about The state of your health and medications you take is collected by your local library in order to notify fundraising organization of your potential as a donor.,1
Employers monitoring professional certifications and licenses expiration.,0
"Encryption keys are poorly managed, stored, or shared, compromising confidential data encryption.",1
Summarizing energy consumption data from multiple utilities for a comprehensive view of household energy habits.,0
Door-to-door salespeople ignoring 'No Soliciting' signs.,0
A company's internal memo on employee layoffs is leaked to the press.,1
Posting images of a person changing clothes in what they thought was a private space.,1
Misrepresenting a person's quotes in book reviews.,0
Information about your friends and what they like is collected by an online search website in order to Prioritize search results.,0
Inquiring about use of public vs. private transport.,0
"Users are automatically enrolled in newsletters or marketing emails without explicit consent, influencing their consumption choices.",1
Online menus allow individuals to publicly share their food allergies or preferences.,0
Government surveillance without adequate cause or warrant.,1
"In the vibrant city of New York, Matthew, a renowned IT professional often spent countless hours searching keywords related to his buddies Curtis and Lily. Unbeknownst to him, an advanced online search platform was silently observing and assimilating data about Curtis' fondness for vintage cars and Lily's love for exotic cuisines. The algorithm of the website was designed to prioritize search results according to users' interests related to their connections. Consequently, whenever Matthew initiated a search, the first results to appear were always intriguing vintage automobiles or captivating international restaurants, catered precisely to charm his dear friends.",0
A news broadcaster uses video footage of you at a public event in their reporting.,0
Probing for personal references in a rental application.,0
Integrate chatbot interactions to enhance conversational AI.,0
An online survey company uses email addresses collected for surveys to send promotional offers from partners.,1
Professional networking sites expose individuals' work history and skills.,0
Monitoring water usage for conservation efforts.,0
Forcing someone to relinquish property by threatening to expose their drug use.,1
Summarizing records from gyms and fitness centers to deduce popular fitness trends.,0
A video conferencing platform accidentally allows unauthorized access to private meetings.,1
Extort a business by threatening to reveal their non-compliance with regulations.,1
Assessing financial status through detailed bank statements for loan approval.,0
"A person's image is manipulated and used in a meme that becomes viral, causing them distress.",1
Aggregate participation in online courses to suggest personalized learning paths.,0
An online tutorial service uses your homework or project as a sample on their website.,1
Financial services limiting users' choices by obscuring less profitable options or suggesting services that aren’t in the customer's best interest.,0
Mobile payment apps share transaction histories with marketing firms.,1
Leaking court documents that reveal a victim's identity in a sensitive case.,1
Sports leagues post individual athlete stats and personal records online.,0
Threatening to release voice mails of a sensitive or personal nature.,1
Smart home devices listening for voice commands.,0
Employing data brokers to aggregate and analyze personal information for resale.,1
"Educational software assigning student lessons and evaluations based on secret algorithms, impacting learning paths without transparency.",1
Sharing private CCTV footage of a person falling or injuring themselves.,1
Victims were asked to provide sexually explicit photos in exchange for not disclosing existing pornographic photos.,1
Pressing a credit card applicant to explain each instance of credit counseling or bankruptcy.,0
Integrate responses from outreach initiatives to measure engagement.,0
Observing crowd dynamics via high-altitude balloons.,0
Compile data from smart meters to enhance energy consumption forecasting.,0
Erroneous reports of awards or recognitions in professional directories.,0
Smart televisions tracking viewing habits and sharing data with advertisers without user consent.,1
Aggregate keystroke dynamics and patterns for biometric authentication.,0
Loud neighbors disrupting your peace at home.,0
Questioning students about study habits and academic challenges.,0
Soliciting details on personal fitness goals in gym memberships.,0
A website uses cookies data for retargeting ads on other platforms.,1
Companies collecting personal data through IoT devices without clear disclosure.,1
A publication incorrectly credits a discovery or invention to the wrong individual.,0
Falsely claiming someone has certain dietary restrictions or habits.,1
Fake online profiles attributing false statements or beliefs to someone.,1
Record user activity in a mobile application.,0
Religious institutions share sermon recordings that list attendees and their contributions.,1
Misrepresentations of an individual’s investment strategies on stock market forums.,1
Capture of private moments with a smartphone.,1
A petition's signatories have their names and addresses published online without consent.,1
Combining usage data from public libraries and cultural institutions to evaluate community cultural interests.,0
Social media platforms analyzing users’ interactions and preferences.,0
Use of body cameras by law enforcement.,0
Fitness trackers monitoring heart rate and other health metrics.,0
Merging historical weather data with crop performance to improve agricultural forecasts.,0
Acquiring private communications of a political figure and using it to manipulate their decisions.,1
Aggregate reports of product issues to identify recall needs.,0
"A whistleblower's identity is exposed, leading to retaliation.",1
Document a person's illegal behavior and threaten them not to pursue a lawsuit.,1
Matching DNA samples from a crime scene to individuals in a genetic database.,1
Continuous buzzing of drones outside a bedroom window.,1
Analyzing genetic data for forensic or medical purposes.,0
An ex-spouse reveals private information during a custody battle.,1
Matching patient IDs with health records in a hospital database.,1
"Stalking behaviors, including showing up at places frequented.",1
Threatening to disclose someone's secret sexual preferences unless a certain amount of money is provided.,1
Smart city initiatives gathering pedestrian data for urban planning without public disclosure or consent.,1
Inquiring about one's personal aspirations and dreams in a mentorship program.,0
Divorce papers with sensitive accusations are made public.,1
Public court proceedings are streamed live on the internet.,0
Aggregate customer support calls to identify common product issues.,0
Grilling a homeowner on the frequency of visitors for a neighborhood safety survey.,0
Aggregate search queries from research databases to anticipate academic trends.,0
Misleading summaries of a person’s research or academic work in databases.,1
Surveillance footage showing a person entering a controversial clinic is broadcasted.,1
Cross-matching voter registration information with social media activity to target political advertisements.,1
Collect ticketing data from cultural events to understand public engagement with the arts.,0
Cross-referencing public transportation usage data with personal travel schedules to identify commuters.,1
A stranger taking a seat too close to you in an otherwise empty theater.,0
A company publicly lists participants in a debt relief program.,1
Social media influencers share personal information for marketing.,0
A retail chain's database breach leads to the disclosure of customers' purchase histories.,1
Aggregate fitness activity data for research on population health trends.,0
A sports brand uses a photo of you wearing their gear in a race without your permission for promotional purposes.,1
Patients' medical appointment details are accessible through online portals.,0
An individual is involuntarily outed as transgender to their workplace.,1
"As Jeremy shopped at his favorite boutique, he unwittingly offered his social security number at the checkout counter in exchange for a mysterious 'exclusive' discount. The seemingly innocent clothing store harvested his details, not for harmless customer profiling, but for a much more nefarious purpose. Unknown to Jeremy, the store sold its customers' identification data to a tracking company. The unscrupulous organization then compiled the information with Jeremy’s other activities, weaving an invasive web around his private life.",1
A customer service chatbot uses interaction data to suggest products.,0
Exaggerating the luxury of someone's lifestyle in lifestyle magazines.,0
Continuous email notifications from subscribed services.,0
Accidental publication of sensitive personal projects on publicly accessible repositories like GitHub.,1
Reviewing coded messages in artworks or online images.,0
A ghostwriter reveals the true authorship of a bestselling book.,1
Scanning of passenger data by TSA for no-fly list comparisons.,0
"Online retailers use purchase history to recommend gifts, influencing personal and gift-buying decisions.",0
Exposing personal affiliations and memberships in online group listings.,1
Summarize checkout data from retail stores to predict inventory needs.,0
Analyzing voter behavior and trends.,0
A government leaks a dissident's asylum application details.,1
"Terms and conditions are often difficult to read for the average end-user without legal knowledge; therefore, it is possible to hide malicious provisions in there because they are unlikely to be noticed.",0
Combine water consumption data to optimize resource management.,0
False claims about someone’s dietary habits or preferences in health and wellness sites.,1
Unnecessarily loud public performances or protests.,0
"Online petitions require personal information, potentially deterring individuals from supporting causes.",0
Receiving unsolicited explicit photos online.,1
Job search sites silently collecting user search and application data to refine algorithms without informing users.,1
Crosswalk cameras monitoring pedestrian flow and jaywalking.,0
Homeowners' association minutes with residents' details are posted online.,1
"Online marketplaces highlight products based on past searches, directing future purchases.",0
Leaking confidential employee feedback collected during a company review.,1
"A member of a jury shares confidential deliberation details online, affecting a trial’s integrity.",1
An app developer uses personal user data for a purpose not agreed upon by the users.,1
Online forums publicly archive user contributions and profiles.,0
A health tracker app uses step count data to target athletic wear ads.,1
An educational institution uses your achievements as part of their promotional materials without asking for your permission.,1
"A mental health clinic's records are leaked, disclosing patients' identities.",1
Unwarranted police checks based on profiling.,1
Analyzing energy consumption patterns in smart grids.,0
"Algorithms decide which job ads users see online, potentially influencing career decisions and perpetuating biases.",0
Summarize social network connections to suggest friends and content.,0
Persistent network requests while using public Wi-Fi.,0
Posting personal contact information online without permission.,1
Inquiring about past surgeries or medical procedures during pre-operative assessments.,0
Amassing mobile app usage to identify dominant trends in app preferences and usage times.,0
Aggregate sales data from different seasons to plan marketing campaigns.,0
Inquiring about an athlete’s history of concussions during a sports team tryout.,0
"Wedding announcements in newspapers include full names, locations, and family details.",0
Incorrectly claiming an individual has received specific professional training.,0
An auction site uses past bidding data to recommend similar auctions to its users.,0
"A video game company stores user progress data in an easily accessible format, compromising player accounts.",1
Cataloging library loan records with memberships to determine reading interests.,1
Unnecessary and excessive tailgating while driving.,0
Online spreadsheets from community groups including personal contact details shared without proper permission.,1
Blogs wrongfully accusing professionals of malpractice or incompetence.,1
A social networking site for professionals using profile changes to alert headhunters and recruiting firms.,1
Aggregating viewing habits across streaming platforms to recommend new content or targeted advertising.,0
Combine purchase histories from various artisans to support local crafts.,0
Church directories list members’ contact information publicly.,1
A digital wallet application sharing your purchasing trends with financial analysts.,1
"An analytics firm collects user data but does not anonymize IPs, leaving users' activities traceable.",1
A clothing brand uses photos from your personal blog to promote their apparel without contacting you.,1
Exposing someone to bright lights or flashes when they have a sensitivity.,0
"Smart home devices can automatically adjust settings based on user behavior, subtly influencing household habits and routines.",0
Asking for a detailed travel history at a border crossing.,0
"An online forum lacks proper moderation tools, leading to the exposure of users' personal information.",1
Information about your social security number is collected by your health insurance company in order to detect fraud.,0
People using flash photography in your face in public.,0
Probing a potential adoptive parent about their childhood and upbringing.,0
Booking photos and arrest records are posted on public police blotters.,0
Investigating personal savings and investment strategies.,0
"A political campaign uses your image on their promotional materials, implying your endorsement without your approval.",1
Blackmailing a judge by threatening to disclose personal information that could tarnish their reputation.,1
An office worker writes down their login information on a sticky note attached to the monitor.,0
"A file transfer service does not sufficiently verify user identities, allowing data to be intercepted.",1
Telling someone you'll reveal their past criminal record to new acquaintances unless they pay.,1
"Online search engines personalize search results based on opaque criteria, impacting information access.",0
Unwanted solicitation from credit card companies in the mail.,0
A library accidentally sends a list of books on sensitive topics checked out by a patron.,1
Scanning social media for indications of consumer sentiment or protest organization.,0
A car rental agency discloses a renter's travel plans and personal information to marketing firms.,1
A wedding planning website uses photos from your wedding without your consent.,1
Interrogating an individual about their private living arrangements for a demographics study.,1
Combine data from different airport systems to streamline passenger flow.,0
"Streaming services alter recommendation algorithms to prioritize original content over others, influencing viewing habits.",0
Listening devices in public areas.,1
An email service provider scans emails for keywords to serve personalized advertisements.,1
Newspapers reveal a person's private sexual orientation.,1
CCTV footage is released without blurring faces of those who are not involved in the incident being reported.,1
"Online platforms provide easier access to controversial content for engagement, influencing the spread of misinformation.",0
A journalist publishes a leaked confidential document containing a source's identity.,1
An encrypted messaging service is found to have a backdoor that allows government surveillance.,1
Forcing a government clerk to provide confidential information by threatening to inform their spouse about adultery.,1
Asking individuals to disclose their personal parenting philosophies during child-rearing classes.,0
Combine research and development project data to streamline innovation processes.,0
Real-time location tracking of delivery or rideshare services revealing customers' or drivers’ locations.,1
A fitness tracker company shares individual user location data with advertisers without explicit consent.,1
Asking about involvement in community service for academic admissions.,0
Internet service providers throttling bandwidth for certain users or services without clear communication or justification.,1
An IT technician accesses and shares personal photos stored on a user's computer during a repair.,1
Inquiring about personal definitions of success in life coaching sessions.,0
"Combining an individual's location data over time to infer patterns of behavior, such as favorite restaurants or regular routes.",1
An event ticketing platform sells data on concert preferences to music labels and artists.,1
Checking passports and IDs at borders for travel patterns.,0
Broadcasting a live feed of someone in a compromising situation by using hidden cameras.,1
Questioning a person about their familial diseases in a genetics study enrollment.,0
A movie ticket booking app sells genre preferences data to film studios.,1
Matchmaking websites publish detailed profiles and preferences.,0
Gathering data from weather monitoring stations.,0
Hacking into personal online accounts.,1
A home security system company uses camera footage to develop facial recognition technology.,1
Aggregate voting records with demographic data to analyze political trends.,0
Tracking inmate movements in correctional facilities.,0
A bank inadvertently discloses a customer's debt details to a third party.,1
Academic journals publish researchers' contact details alongside their studies.,0
An online platform mistakenly publishes users' search histories.,1
Health care providers making treatment decisions based on algorithmic predictions without disclosing the decision-making process to the patient.,1
Falsifying an athlete's use of performance-enhancing drugs.,1
Probing for travel plans and accommodations for visa interviews.,0
A library lending database sharing your reading habits with authors and publishers for market trending analysis.,1
"Software development lacks a secure development lifecycle, leading to the introduction of vulnerabilities in applications.",0
Coercing a parent into giving up custody rights by threatening to reveal their undisclosed identity.,1
Observing hand gestures via motion sensors.,0
Radio signal interception for military intelligence.,0
Summarize software use patterns to guide development priorities.,0
Online petitions show the names and locations of signatories.,1
Passively collecting Wi-Fi hotspot names to map user movements.,1
Tracking prescriptions and medication usage.,1
Interrogating an individual about the origin of funds during a financial institution's compliance check.,0
Book recommendation engines influencing reading habits through opaque suggestion algorithms.,0
A retailer stores credit card data on unencrypted servers easily accessible via the internet.,1
Fitness and health apps sharing user data with insurance companies or employers without clear and transparent policies.,1
Collect data on parental controls settings to understand concerns about child internet use.,0
License plate readers at city intersections.,1
Posting videos of someone in the midst of a personal emergency.,1
"Social media's ""time hop"" features remind users of past posts, potentially influencing current emotional states or decisions.",0
Distributing intimate photos of an individual lost or stolen from their personal devices.,1
Combine online gaming behaviors to curate gaming experiences and suggest in-game purchases.,0
"Internet service providers throttling internet speed based on content consumption, impacting users' access to information.",0
A public kiosk retains credit card information after each transaction because of flawed software.,1
Collection of patient health records from hospitals.,1
Inquiring about the nature and extent of personal support networks in social work assessments.,0
Threatening to disclose someone’s secret family outside their official marital relationship.,1
Political candidates publish false information about their opponents to undermine the credibility of their campaigns.,0
An office gossip spreads private information heard through thin walls.,1
Police searches without a warrant or probable cause.,1
Aggregate museum and exhibit visitations to guide future displays.,0
An app’s debug mode exposes sensitive user data in its error logs.,1
A lawyer divulges confidential information about a client's past crimes.,1
"The moment she stepped into Forrester Enterprises, Kendall felt a disquieting sense of being observed. She soon understood that her workplace collected information about her friends' likes and dislikes to enhance employee engagement. The company's intent was to tailor programs and initiatives that would align with employees' personal interests. Finding herself interested in the book club program tailored not just for her, but also mirroring her friends' interests, Kendall navigated her new workspace with newfound enthusiasm.",0
"A database administrator uses a weak password, making the database susceptible to brute-force attacks.",0
Email forwarding includes previous chains with private information.,1
Victims were asked to provide sexually explicit photos in exchange for not disclosing existing pornographic photos.,1
Pressing for details about political affiliations in employment interviews.,1
An ancestry testing service releases genetic information to third parties.,1
Information about your friends and what they like is collected by your school or university in order to Place students in groups for class.,0
"A firewall is incorrectly configured, leaving internal networks exposed to external threats.",0
Urging social media users to complete their profiles.,0
Sharing a secretly taken photo of a public figure's child.,1
Falsely reporting an individual's attendance at controversial events.,1
A corporate intranet portal defaults to autosaving documents to a public folder rather than a personal one.,1
Asking about personal growth or development activities.,0
"Personal shopping assistants make suggestions based on user data, affecting fashion and purchasing choices.",0
"Merging data from smart home devices to infer household size, structure, or even socioeconomic status.",1
Combine data from various educational apps to create an integrated learning experience.,0
A company uses single-factor authentication for access to sensitive systems.,0
A newsletter publisher includes your email correspondence as content without your approval.,1
"CCTV footage is stored without encryption, making it accessible if storage devices are stolen.",1
Users' online gaming activities and stats are visible to their network.,0
"Airlines use customer data to offer dynamic pricing, influencing travel plans and financial decisions.",0
Falsifying a person's employment status on career websites.,1
A user's location data collected by a smartwatch is shared with insurance companies without consent.,1
Disclosure of someone's HIV status without their permission.,1
Asking for details about personal revelations experienced in spiritual or religious retreats.,1
Aggregate feedback across various customer touchpoints to revise service offerings.,0
Broadcasting the moment someone learns of a loved one's death.,1
Threatening to reveal an illegal pet trade operation.,0
Sending push notifications from apps at all hours.,0
Sharing a video of someone accidentally wetting themselves due to a medical condition.,1
Personal details of an individual seeking help at a shelter are spread within the community.,1
"Medical researchers use patient data in a study without anonymizing it, leading to patient identification.",1
"Automated feedback tools suggest improvements, potentially influencing creative or work processes.",0
Aggregating emergency service calls to identify areas with higher safety concerns.,0
Linking a client number with a person's counseling session notes.,1
Grocery stores track purchases through loyalty cards to build consumer profiles without explicit consent or explanation.,1
Pressing for explanations of gaps in employment history during job interviews.,0
Demanding personal information from users as part of a software registration process.,0
"Password policies are weak or not enforced, leading to the use of easily guessable passwords.",0
Analyzing coat check-in records at events to track attendees.,1
An email management tool sells organization data to productivity consultants.,1
Inquiring about personal projects or side hustles.,0
Threaten to expose someone's pseudonymous online identity.,1
Analyzing medical records for research or diagnostic purposes.,0
Being pestered for a date on your commute to get off work.,0
"API keys and tokens are hard-coded into public source code repositories, allowing unauthorized use.",1
A fitness app's terms and conditions allow data sharing with third parties but are not clearly communicated to users.,1
Information about your social security number is collected by an online search website in order to Prioritize search results.,1
Merging feedback from different health supplements and medicines to gauge overall health trends and needs.,0
Information about your purchasing habits is collected by an online search website in order to Prioritize search results.,0
A pet adoption agency uses photos of you with your pet to suggest celebrity endorsements.,1
Aggregate academic journal subscriptions and article downloads to recommend related research.,0
"A website allows for unlimited login attempts, facilitating brute force attacks.",0
Urging students to disclose personal struggles for academic counseling purposes.,0
Surveillance using body scanners at airport security.,0
Combine individual study habits with learning outcomes to optimize educational techniques.,0
"A real estate agent disclosing the reasons for a client's urgent house sale, affecting negotiations.",1
A social network suggests friend connections to others using someone's likeness without their approval.,1
Connecting device IDs from smartphones to user profiles for targeted advertising.,1
Asking about experiences with bullying or harassment.,0
Inquiring about a witness's ability to recall events during a trial or deposition.,0
Interrupting your workout at the gym to try to sell personal training sessions.,0
Analyzing packaging and waste disposal patterns to identify consumption habits of households.,1
Publicizing private genetic test results.,1
Compiling a list of articles an individual has authored by cross-referencing publication databases.,0
Information about your purchasing habits is collected by your local library in order to make book recommendations for you.,0
Questioning about preferences in electoral polls.,0
Sales solicitation via email (spam).,1
Surveillance of public places using CCTV.,0
Matching cloud storage data access patterns to individual users.,1
Smartwatches collecting sleep pattern data for health analysis.,0
An outdated antivirus program fails to detect new threats.,0
Conference attendee lists with affiliations and contact details are published online.,1
Aggregate taxi and rideshare data to optimize city transportation planning.,0
Cross-referencing badge access data with internal IP address logs to identify online activities of employees within an organization.,1
"Retail stores play certain music or scents known to influence shopping behavior, based on consumer data.",0
Aggregate vehicular data from connected cars to enhance traffic management systems.,0
Probing for information on personal achievements and awards.,0
"An employee leaks confidential corporate information to competitors, breaching non-disclosure agreements.",0
Merge software usage data to identify features for enhancement or removal.,0
Asking about personal tragedies for support services orientation.,0
Observing wildlife migration patterns for conservation studies.,0
"A social networking site's ""private"" groups are not properly private due to an access control oversight.",1
Using binoculars to spy on someone.,1
Closing accounts based on the account holder's information without giving them an opportunity to challenge or discuss their explanation.,1
The continuous hovering of a personal drone in a residential area.,1
Matching a contestant number with an individual's performance in a competition.,0
Demanding payment to prevent the disclosure of someone's personal debts to their employer.,1
Associating membership numbers with names in a gym database to track facility usage.,0
Border security using x-ray machines to inspect vehicles.,0
Requesting a psychiatric history during a medical examination.,0
Sports reports inaccurately describing an athlete's performance or accomplishments.,0
Tracking your movements with a GPS device without consent.,1
A magazine prints leaked documents showing a celebrity’s undisclosed illness.,1
Document a person's illegal behavior and threaten them not to pursue a lawsuit.,1
"Student loan providers offer refinancing options based on alumni data, affecting financial planning.",0
Analyzing credit card transactions for suspicious activity.,0
Implementing software to monitor the usage of corporate applications.,0
A student’s confidential academic records are accidentally emailed to the whole school.,1
Using someone else's password to gain access to restricted information.,1
A hobbyist magazine publishes your model airplane designs in their publication without attributing you.,0
"Unintentional sharing of clipboard data by apps, revealing personal messages or information.",1
"When Adrian, a pious middle-aged man, started using a new online search website, he was taken aback by how tailored his search results were. Observing closely, he realized the site had, overtime, gathered information about his religious and philosophical leanings. Each seemingly innocuous search he conducted was another piece to the puzzle of his spiritual identity perceived by the intelligent algorithm behind the screen. Consequently, this digital understanding of Adrian's belief system began prioritizing his search results, turning his web exploration into a reflective mirror of his faith and spirituality.",0
A debt collector discusses an individual's financial situation with their neighbors.,1
Threaten to reveal someone’s mental health issues to their employer.,1
A magazine subscription service shares subscriber addresses with partner publications for more subscriptions.,1
Pharmaceutical prescriptions databases are accessible to authorized parties.,0
Aggregate data from airline bookings to improve flight and crew scheduling.,0
A fishing report falsely claiming that a conservationist endorsed certain harmful practices.,0
Summarize interactions with virtual assistants to improve AI responses and predictions.,0
Disclosing an individual’s psychological assessments.,1
Monitoring inmates with CCTV in prisons.,0
Smart meters transmit household energy usage data to utility providers.,0
Social media accounts include GPS metatag information in photos posted.,1
Requesting explanations of unusual transactions in banking monitoring.,0
Investigating someone's previous insurance claims during a new policy underwriting process.,0
Public access to library borrowing records or search histories.,1
A company's environmental report falsifies an activist's statements about their practices.,0
A security camera’s live feed is accessible online without a password.,1
Utilizing Unique Device Identifiers (UDID) to connect app usage data with specific users.,1
Car ownership and registration details are available in public databases.,0
Disgruntled employees reveal trade secrets of their former company.,1
A company uses your testimonial for a product you never used and endorses it with your name and image.,1
"Phone apps that upload user contacts to their servers, making them accessible to the company.",1
Broadcasting a private break-up conversation between public figures.,1
Threatening to reveal the true authorship behind a pseudonymous blog.,1
Using personal anecdotes without consent in public speeches.,1
Employing academic records and online activity to predict and identify at-risk students without direct personal identifiers.,0
A survey tool company uses response data to predict market trends for businesses.,0
Questioning an individual about incidences of domestic violence during an emergency room admission.,0
Voter profiling organizations collect and analyze political preferences without individuals’ knowledge or consent.,1
You ask for your medical health records and receive the medical records of someone with the same name.,1
Aggressive questioning by journalists.,0
Inquiring about coping mechanisms for psychological studies.,0
Public portal dashboard collects and shows communal service requests and complainer details.,1
Unrequested push notifications from apps.,1
Passwords are stored in plaintext on a company server.,1
Analyzing the frequency and patterns of app usage on smartphones.,0
Cameras in the store.,0
A dating app uses undisclosed profile ranking systems that affect match visibility and opportunities without the users’ knowledge.,1
"At the prestigious Metropolitan University, John, a political science major, always felt passionately about advocating for environmental policy. With student surveys frequently conducted to gather such personal insights, the university employed these techniques to foster better learning environments. The data collected disclosed various political affiliations and convictions, subsequently assigning these individuals into classroom groups based on the shared policy interests. This allowed John to find himself amidst like-minded individuals who strongly supported green politics, thus cultivating an enriching academic experience.",0
Soliciting detailed feedback on public transport for city development projects.,0
Pressing for intimate details during journalistic interviews.,1
Being pestered for a date on your commute to get off work.,0
Advertisements playing loudly on public transport.,0
Questioning about past incidents of theft or loss for an insurance risk assessment.,0
"Streaming music services create playlists based on listening habits, shaping musical tastes.",0
"As Mary typed her symptoms and medications into the search engine, she was unknowingly providing valuable information to outside entities. Unknown to Mary, a prominent online search website had algorithms in place to gather this data about her personal health status. This valuable information was then offered to various advertising companies engaged with the website. Subsequently, as Mary surfed different pages, she began to notice a surge of personalized ads promoting relevant health products and services.",1
Merging gaming habits from multiple platforms to understand player preferences and suggest similar games.,0
A therapist's notes are accidentally emailed to the wrong patient.,1
A company does not implement two-factor authentication for access to critical systems.,0
Utilizing speed cameras to track driving behavior.,0
A religious group knocks on your door uninvited.,0
An SAT proctor discusses a student’s test scores with others.,1
"An employee accesses sensitive company information over a public Wi-Fi network, risking data interception.",0
A car rental service using your location data to target you with location-specific advertisements.,1
Releasing a politician's private text conversation with a family member.,1
Continuous buzzing of a personal doorbell by pranksters.,1
Publishing someone’s private conversation online.,1
Aggregate historical sales data to optimize inventory management.,0
Exposing a person's private search history on a shared computer.,1
Unsolicited critiques of someone's life choices.,0
Correlating a mobile app user's interactions with their registered account.,0
Documentaries that misleadingly edit statements or events associated with a person.,1
Combine feedback from employee surveys to enhance workplace environment.,0
Photographs doctored to falsely depict someone in compromising situations.,1
A car dealership shares customer information with insurance companies for cross-promotion of services.,1
Asking about personal experiences with healthcare for system improvement.,0
Aggregate user feedback on software to prioritize development updates.,0
Overzealous security checks that invade privacy.,1
"Platforms censor content based on ambiguous community guidelines, limiting users’ exposure to diverse viewpoints.",0
Probing about living circumstances and housing conditions.,1
A documentary showing residents of a town without clean water in moments of desperation.,0
Aggregate feedback on legislative proposals to gauge public sentiment.,0
A news outlet uses a bystander's likeness in a story in a misleading context.,1
Aggregating financial transactions to assess an individual’s creditworthiness.,1
Soliciting preferences for custom product creation.,0
Telecommunications companies not informing subscribers of how their call and text logs are utilized for other business purposes.,1
A marketing firm loses a USB drive containing personal details of survey participants.,1
Educational test scores are posted with student identification numbers.,1
Linking individuals to specific devices through Bluetooth pairing histories.,1
Tracking the location of school buses in real-time.,0
Tracking the spread of diseases through mobile app data.,1
A public library system publicly posts a list of overdue books along with the borrowers' names and contact information.,1
CCTV footage is used in a documentary without blurring out bystanders' faces.,1
Demanding hush money to keep a past affair secret from a spouse.,1
Social media platforms manipulating user emotions through undisclosed A/B testing.,1
"An organization does not regularly update its software, leaving known security vulnerabilities unpatched.",1
Requesting pet information for animal boarding or adoption services.,0
Inquiring about childhood experiences in developmental psychology studies.,0
"Video streaming services recommend content based on opaque algorithms, affecting visibility and choice.",0
Government agencies implementing public surveillance systems without sufficient public discourse or legal frameworks to protect privacy.,1
A history book contains inaccuracies about a person's role in an event.,0
Local government sites show property tax records including owners' names.,0
Wireless carriers track and share location data with third-parties.,1
Barking dogs left outside all night by neighbors.,0
Requesting personal impact stories of climate change for environmental advocacy.,0
Connecting encrypted messaging service accounts with known phone numbers to unveil the identities behind the accounts.,1
Compile workplace productivity data to evaluate employee performance.,0
Monitoring chat rooms and forums for cyberbullying.,0
"Bob arrived in Paris and started using an online search website to explore the city. Unbeknownst to him, the website was collecting data about his physical location over time. It cleverly used this information to customize his searches, prioritizing results based on his location in the sprawling city. Bob marveled at how the website always seemed to know just what he was looking for, unaware of the location-based data collection making it possible.",0
Syncing smart home devices with user accounts to personalize settings.,0
Capturing atmospheric data for weather forecasting.,0
Combine insurance claims data to spot fraudulent behavior patterns.,0
Exposing an employee's complaints about their employer to the public.,1
Educational software collects student data and can potentially influence academic paths by recommending certain subjects or courses.,0
Combining data from loyalty card programs across retailers to assess consumer loyalty and spending habits.,1
A photo of a mother grieving over a school shooting.,1
Analysing electricity or water usage data to identify occupancy patterns in residences.,1
E-health platforms display patient testimonials and case studies.,0
"Every year, Tom diligently provided detailed health information to his health insurance company, including his growing list of medications. The company safeguarded this data, comprehending its importance not only in paying Tom's hospital bills but also in their ongoing efforts to detect fraud. They scrutinized the information, comparing it to other similar profiles to quickly identify any discrepancies. They recognized the value and sensitivity of the information, using it not to invade Tom’s privacy, but to ensure everyone's protection from fraudulent activities.",0
Digging into someone's personal life during a security clearance interview.,0
Social media platforms modifying your privacy settings without notice.,1
Analyzing pet microchip registrations to link animals to their owners.,1
A smartphone app collects user data without implementing proper encryption.,1
"Digital assistants store conversations and sounds without explaining the storage duration, use, or access by humans.",1
Incorrect details about a person's marital status or family relationships in public records.,1
Information about your religious and spiritual views is collected by your local library in order to make book recommendations for you.,0
Fabricated stories about personal relationships in celebrity news.,1
Aggregating customer service interactions across different channels to assess overall satisfaction or frustration levels.,0
Sharing private genetic test results or familial medical history.,1
Cross-examining a suspect about their personal habits and routines in a police investigation.,0
"Service providers prevent deletion or complication of user accounts. Therefore, users who wanted to leave a service and delete their account data were forced to keep their accounts.",1
A legal firm inadvertently emails confidential case files to the wrong client.,1
Landlords using smart home devices to collect data on tenants’ living habits without disclosure.,1
"A company’s DNS settings are hijacked, redirecting users to malicious sites.",0
Publishing a secretly recorded conversation of a person confessing personal issues.,1
Merge user-generated content across platforms to detect copyright violations.,0
Combine a user’s listening history on a music streaming service to recommend new songs and artists.,0
A telemedicine app sharing your health inquiries with pharmaceutical companies for targeted drug advertisements.,1
Installation of CCTV cameras in public transportation.,0
"A dating website uses your image and presents you as one of their customers, when you are not their customer.",1
Government surveillance without due cause or warrant.,1
A university accidentally publishes a list of students with academic probation on its website.,1
Aggregate prescription fill rates with healthcare outcomes to evaluate treatment efficiency.,0
A dating app breach exposes individuals' messages and preferences.,1
Aggregating data on legal downloads and streaming to deduce copyright compliance or piracy trends.,0
"Cloud storage services applying opaque data categorization and prioritization algorithms, affecting access and retrieval speeds.",0
